,Board Game Rank,Title,Year,Description,Geek Rating,Avg Rating,Num Voters,Num Players Min,Num Players Max,Best Num Players Min,Best Num Players Max,Playtime Min,Playtime Max,Player Min Age,Language Dependence,Weight,Category,Designer
1403,1404,La Boca,2013,,6.315,6.99,1918,3,6,4,4,40,40,8,No necessary in-game text,1.3595505617977528,Family ,Inka Brand
1404,1405,Bloodborne: The Board Game,2021,Fear the Old Blood! Solve mysteries and face monsters in a dark gothic world.,6.315,8.11,1040,1,4,1,2,45,75,14,Extensive use of text - massive conversion needed to be playable,2.8518518518518516,Thematic,Eric M. Lang
1405,1406,Ave Caesar,1989,Welcome to the Circus Maximus. Jostle for pole position with your Roman chariot.,6.315,6.63,4403,2,6,5,6,30,30,12,No necessary in-game text,1.3584070796460177,Family ,Wolfgang Riedesser
1406,1407,World of Warcraft: The Boardgame,2005,"Choose your faction, pick your class and fight for Azeroth.",6.314,6.68,5408,2,6,4,4,180,180,12,Extensive use of text - massive conversion needed to be playable,3.5073891625615765,Thematic,Christian T. Petersen
1407,1408,John Company,2017,Promise and cajole your way to the top whilst running the East India Company.,6.314,7.52,1082,1,6,4,4,90,180,14,Some necessary text - easily memorized or small crib sheet,4.1149425287356323,Thematic,Cole Wehrle
1408,1409,Jungle Speed,1997,"Flip a card, watch like an eagle for a match, and be the fastest to grab the totem.",6.313,6.50,11421,2,8,5,6,10,10,7,No necessary in-game text,1.1399999999999999,Party ,Thomas Vuarchex
1409,1410,Expedition to Newdale,2019,,6.313,7.55,1052,1,4,3,4,90,90,12,Moderate in-game text - needs crib sheet or paste ups,2.9523809523809526,Strategy ,Alexander Pfister
1410,1411,Nefertiti,2008,Who can bring the Pharaoh the most unique and expensive gifts in this auction game?,6.313,7.00,1905,3,4,4,4,45,45,10,No necessary in-game text,2.3550295857988166,Strategy  | Family ,Jacques Bariot
1411,1412,Adventure Time: Love Letter,2015,Win the princess' affection by eliminating opposition through special card powers.,6.313,7.22,1626,2,4,4,4,20,20,10,Some necessary text - easily memorized or small crib sheet,1.0487804878048781,Family ,Seiji Kanai
1412,1413,Otys,2017,Send your divers to collect treasures in the depths of post-apocalyptic oceans.,6.311,7.01,1887,2,4,3,3,60,60,14,No necessary in-game text,2.9193548387096775,Strategy ,Claude Lucchini
1413,1414,Habitats,2016,Build a wildlife park - but beware to keep your animals happy with terrain they need!,6.311,7.36,1222,2,5,2,3,30,50,10,No necessary in-game text,2.263157894736842,Family ,Corn\u00e9 van Moorsel
1414,1415,Exit: The Game – The Catacombs of Horror,2018,,6.311,7.44,1145,1,4,2,2,120,240,16,Extensive use of text - massive conversion needed to be playable,2.7142857142857144,,Inka Brand
1415,1416,Breakout: Normandy,1992,Break out this game for a highly playable area-impulse treatment of D-Day.,6.309,7.67,996,2,2,2,2,240,240,12,No necessary in-game text,3.4025157232704402,War ,Don Greenwood
1416,1417,Project: ELITE,2016,Take the battle to the aliens in this real-time cooperative dice rolling game.,6.309,7.64,1003,1,4,4,4,30,30,12,Some necessary text - easily memorized or small crib sheet,2.4074074074074074,Thematic,Konstantinos Kokkinis
1417,1418,Babel,2000,Gather followers to erect temples and hinder your opponent at every turn.,6.309,6.66,3828,2,2,2,2,45,60,12,No necessary in-game text,2.3982558139534884,Strategy ,Hagen Dorgathen
1418,1419,Historia,2014,,6.309,6.91,2253,1,6,,,120,120,12,No necessary in-game text,3.1032258064516127,Strategy ,Marco Pranzo
1419,1420,Hare & Tortoise,1973,Carefully spend your carrots and lettuces to move around the board and win the race!,6.309,6.64,4351,2,6,4,5,45,45,8,Some necessary text - easily memorized or small crib sheet,1.9351351351351351,Family ,David Parlett
1420,1421,The King Is Dead,2015,A subtle game of shifting power and control over Arthurian Britain.,6.309,7.15,1529,2,4,3,3,30,50,12,No necessary in-game text,2.5714285714285716,Strategy ,Peer Sylvester
1421,1422,Xiangqi,762,Use cannons and more to defeat the enemy General in his Palace across the River.,6.308,7.12,1891,2,2,2,2,60,60,8,Some necessary text - easily memorized or small crib sheet,3.5842105263157893,Abstract ,(Uncredited)
1422,1423,Tawantinsuyu: The Inca Empire,2020,"From the Coricancha Temple, gain fame and glory to become the next Sapa Inca.",6.308,7.80,891,1,4,3,4,60,120,14,No necessary in-game text,4.0329670329670328,Strategy ,D\u00e1vid Turczi
1423,1424,Diamonds Club,2008,,6.307,7.05,1725,2,4,4,4,75,75,10,No necessary in-game text,2.6306818181818183,Strategy ,R\u00fcdiger Dorn
1424,1425,Europe Engulfed: WWII European Theatre Block Game,2003,A strategic-level block wargame simulating World War II in Europe.,6.307,7.48,1265,2,3,2,3,720,720,14,Moderate in-game text - needs crib sheet or paste ups,3.7723577235772359,War ,Jesse Evans
1425,1426,Wooden Ships & Iron Men,1974,"Cardboard ships and paper maps recreate Age of Sail battles, 1793-1815.",6.306,7.05,1956,2,2,2,2,60,60,12,Some necessary text - easily memorized or small crib sheet,3.119341563786008,War ,S. Craig Taylor
1426,1427,Mangrovia,2014,Only a chief knows the best placement for a hut!,6.306,7.15,1512,2,5,3,4,75,75,10,No necessary in-game text,2.4605263157894739,Strategy  | Family ,Eilif Svensson
1427,1428,Timeline: Music & Cinema,2013,,6.306,6.74,3116,2,8,4,6,15,15,8,Some necessary text - easily memorized or small crib sheet,1.0963855421686748,Party  | Family ,Fr\u00e9d\u00e9ric Henry
1428,1429,Steam Time,2015,"Travel to past ages, search for crystals and use them to stay ahead.",6.305,7.13,1576,2,4,4,4,90,90,12,Some necessary text - easily memorized or small crib sheet,2.9811320754716979,Strategy ,R\u00fcdiger Dorn
1429,1430,Expedition: Northwest Passage,2010,Sail your boat and ride your sledge in a frozen race to find the Northwest passage.,6.304,7.02,1797,1,4,4,4,60,60,14,No necessary in-game text,2.6964285714285716,Strategy ,Yves Tourigny
1430,1431,Drop It,2018,Drop geometric shapes in your color to score the most physics-defying points.,6.304,6.93,2045,2,4,2,2,30,30,8,No necessary in-game text,1.09375,Family ,Bernhard Lach
1431,1432,Antike Duellum,2012,,6.304,7.09,1652,2,2,2,2,75,75,13,Some necessary text - easily memorized or small crib sheet,2.8898305084745761,Strategy ,Mac Gerdts
1432,1433,Marrakech,2007,"When Assam lands on your carpet, the player who moved him must pay you.",6.304,6.68,3751,2,4,4,4,30,30,6,No necessary in-game text,1.3653846153846154,Family ,Dominique Ehrhard
1433,1434,Duplik,2005,,6.303,6.99,1982,3,10,5,6,45,45,12,Extensive use of text - massive conversion needed to be playable,1.2169811320754718,Party ,William Jacobson
1434,1435,The Adventurers: The Temple of Chac,2009,Grab the treasure and run for it before the rolling boulder seals you in!,6.303,6.60,4632,2,6,4,5,45,45,10,No necessary in-game text,1.6576086956521738,Thematic | Family ,Guillaume Blossier
1435,1436,Adventure Land,2015,"Collect swords, herbs, and companions to fight monsters.",6.302,6.92,2077,2,4,,,45,45,10,No necessary in-game text,1.8421052631578947,Family ,Michael Kiesling
1436,1437,Trambahn,2015,Build the best tram system with unique multi-use cards.,6.301,6.97,1905,2,2,2,2,30,45,8,No necessary in-game text,1.8275862068965518,Family ,Helmut Ohley
1437,1438,Kingdom Rush: Rift in Time,2020,Defend the kingdom by arranging damage tiles on grids of attacking hordes.,6.301,7.81,1004,1,4,1,2,45,90,10,Some necessary text - easily memorized or small crib sheet,2.9565217391304346,Strategy ,Helana Hope
1438,1439,Theseus: The Dark Orbit,2013,Five factions on a space station compete for data and/or hit points for survival.,6.301,7.09,1716,2,4,2,2,45,90,8,Moderate in-game text - needs crib sheet or paste ups,2.8288288288288288,Strategy ,Micha\u0142 Oracz
1439,1440,Favor of the Pharaoh,2015,Use influence,6.301,6.80,2646,2,4,2,2,45,45,13,Some necessary text - easily memorized or small crib sheet,2,Family ,Thomas Lehmann
1440,1441,Sluff Off!,2003,Trick taking game where it's OK to Sluff off!,6.300,6.87,2267,3,5,4,5,30,30,10,No necessary in-game text,1.8578199052132702,Family ,Stefan Dorra
1441,1442,Pax Pamir,2015,"Afghan Tribes play ""the Great Game"", riding timely events and agents to power.",6.300,7.54,1064,2,5,4,4,60,120,12,Some necessary text - easily memorized or small crib sheet,3.6499999999999999,Strategy ,Phil Eklund
1442,1443,Kamisado,2008,,6.300,6.91,2140,2,2,2,2,20,20,10,No necessary in-game text,2.4608695652173913,Abstract ,Peter Burley
1443,1444,Anno 1800,2020,The great construction strategy game about the age of industrialization!,6.299,7.91,833,2,4,3,3,120,120,12,No necessary in-game text,3.2400000000000002,,Martin Wallace
1444,1445,Niagara,2004,"Paddle your canoe along Niagara river to collect jewels, but don't go over the falls.",6.299,6.48,7983,3,5,4,5,30,45,8,No necessary in-game text,1.8339818417639429,Family ,Thomas Liesching
1445,1446,The Fox in the Forest Duet,2020,"Win tricks to move in the forest, collecting the gems before running out of time.",6.299,7.26,1363,2,2,2,2,30,30,10,Some necessary text - easily memorized or small crib sheet,1.6764705882352942,Family ,Foxtrot Games
1446,1447,Edo,2012,Plan well to become the most powerful daimyo serving your shogun around Edo.,6.298,7.09,1616,2,4,4,4,60,60,12,No necessary in-game text,2.9541284403669725,Strategy ,Louis Malz
1447,1448,Alma Mater,2020,Players serve as headmasters of universities seeking to establish themselves.,6.298,7.65,1015,2,4,3,4,90,150,12,Some necessary text - easily memorized or small crib sheet,3.75,Strategy ,Acchittocca
1448,1449,Strat-O-Matic Baseball,1962,Manage your team to victory in this quintessential stat based baseball board game.,6.298,7.78,1076,1,2,2,2,45,45,11,Moderate in-game text - needs crib sheet or paste ups,2.3838383838383836,Thematic | Strategy ,Hal Richman
1449,1450,"Napoléon: The Waterloo Campaign, 1815",1974,"Can you beat, or outdo, the iconic eponymous military leader?",6.298,7.34,1262,2,3,2,3,120,120,12,No necessary in-game text,2.4886363636363638,War ,Tom Dalgliesh
1450,1451,Québec,2011,,6.298,7.14,1509,2,5,4,4,75,75,13,No necessary in-game text,2.9841269841269842,Strategy ,Philippe Beaudoin
1451,1452,Ground Floor,2012,Build corporations to dominate the changing market in this modern day business world.,6.297,7.04,1666,2,6,4,4,90,150,12,Some necessary text - easily memorized or small crib sheet,3.7241379310344827,Strategy ,David Short
1452,1453,SET,1988,Everyone plays simultaneously to race to find a set of three among the twelve cards.,6.297,6.48,10938,1,20,3,4,30,30,6,No necessary in-game text,1.6808823529411765,Abstract  | Family ,Marsha J. Falco
1453,1454,Felicity: The Cat in the Sack,2007,Bid on sacks of cats without quite knowing what's inside.,6.296,6.57,4735,3,5,5,5,20,20,8,No necessary in-game text,1.3987206823027718,Family ,Friedemann Friese
1454,1455,Fjords,2005,Build the game board and place your huts. Claim the land based on placement of huts.,6.296,6.74,2987,2,2,2,2,30,30,8,No necessary in-game text,1.7203166226912929,Abstract  | Family ,Franz-Benno Delonge
1455,1456,The Russian Campaign,1974,Tense two-player simulation of the Eastern Front in WWII.,6.295,7.30,1396,2,2,2,2,360,360,12,Some necessary text - easily memorized or small crib sheet,2.8659217877094973,War ,John Edwards
1456,1457,A Castle for All Seasons,2008,Assign helpers & manage resources to be the most influential builder of the castle.,6.295,6.74,2943,2,4,4,4,60,60,10,Some necessary text - easily memorized or small crib sheet,2.7894736842105261,Strategy ,Inka Brand
1457,1458,Axis & Allies,1981,"Re-fight WWII on a global scale with plastic soldiers, tanks, planes, and ships!",6.295,6.56,10339,2,5,2,2,180,180,12,Some necessary text - easily memorized or small crib sheet,3.0385015608740895,War ,"Larry Harris, Jr."
1458,1459,A War of Whispers,2019,Manipulate empires from the shadows as you outwit and outmaneuver the competition!,6.294,7.49,1140,2,4,4,4,30,60,14,Moderate in-game text - needs crib sheet or paste ups,2.6000000000000001,Strategy ,Jeremy Stoltzfus
1459,1460,Founding Fathers,2010,Make deals and settle arguments in a struggle for a more perfect document.,6.293,6.97,1830,3,5,4,4,90,90,13,Extensive use of text - massive conversion needed to be playable,2.7515923566878979,Strategy ,Christian Leonhard
1460,1461,Gingerbread House,2018,Bake tasty treats to tempt fairy-tale characters who keep trying to eat your house!,6.292,7.05,1699,2,4,3,3,30,30,8,Some necessary text - easily memorized or small crib sheet,1.8717948717948718,Family ,Phil Walker-Harding
1461,1462,Love Letter: The Hobbit – The Battle of the Five Armies,2015,Help Bilbo and his allies capture the Arkenstone but beware of Smaug!,6.292,7.11,1661,2,4,4,4,20,30,8,Some necessary text - easily memorized or small crib sheet,1.2641509433962264,Family ,Seiji Kanai
1462,1463,Legend of the Five Rings,1995,"Win wars, win duels, and win honor as you master the five elemental rings.",6.292,7.14,1635,2,8,2,2,45,45,12,Extensive use of text - massive conversion needed to be playable,3.2986111111111112,Customizable,Jeff Alexander
